title,url,rating,price,search_url
Keds Women's Triple Kick Leather Sneaker,/Keds-Womens-Leather-Fashion-Sneaker/dp/B01NCQ2K4I/ref=sr_1_48?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-48,4.4 out of 5 stars,$54.95,https://www.amazon.com/s?k=sneakers&page=1
Reebok Women's Club C Extra Sneaker,/Reebok-Womens-Extra-Sneaker-Chalk/dp/B09Z73K77H/ref=sr_1_49?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-49,4.6 out of 5 stars,$89.95,https://www.amazon.com/s?k=sneakers&page=1
Steve Madden Men's Fenta Fashion Sneaker,/Steve-Madden-Fashion-Sneaker-Fabric/dp/B01LVV1RBC/ref=sr_1_50?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-50,4.2 out of 5 stars,$38.99,https://www.amazon.com/s?k=sneakers&page=1
Dr. Scholl's Shoes Women's Time Off Sneaker,/Dr-Scholls-Shoes-Womens-Oxford/dp/B094C8G2NT/ref=sr_1_51?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-51,4.4 out of 5 stars,$70.00,https://www.amazon.com/s?k=sneakers&page=1
Nike Women's Gymnastics Shoes,/Nike-Womens-Force-Sneaker-Adult/dp/B08QB2ZWSQ/ref=sr_1_52_mod_primary_new?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=8-52,4.5 out of 5 stars,$115.00,https://www.amazon.com/s?k=sneakers&page=1
Vans Unisex Old Skool Classic Skate Shoes,/Vans-Unisex-Skool-Black-White/dp/B000R3UCB2/ref=sr_1_53?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-53,4.7 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
Converse M9162 White Beige White CT AS HI Can,/Chuck-Taylor-Star-Canvas-Black/dp/B0073GJFCI/ref=sr_1_54?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-54,4.6 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
PUMA Men's Tazon 6 Cross Trainer Sneaker,/PUMA-Tazon-Fracture-Sneaker-Black/dp/B01C3LK33M/ref=sr_1_55?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-55,4.4 out of 5 stars,$63.00,https://www.amazon.com/s?k=sneakers&page=1
Skechers Women's Go Walk Joy Sneaker,/Skechers-Walk-Navy-White-10-5/dp/B071JX283B/ref=sr_1_56?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-56,4.5 out of 5 stars,$45.00,https://www.amazon.com/s?k=sneakers&page=1
Brooks Women’s Trace 3 Neutral Running Shoe,/Brooks-Womens-Trace-Neutral-Running/dp/B0BMTH1CCH/ref=sr_1_57?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-57,4.6 out of 5 stars,$99.95,https://www.amazon.com/s?k=sneakers&page=1
Converse Women's Chuck Taylor All Star Lugged Hi Sneakers,/Converse-womens-High-top-Sneaker-white/dp/B07SVFWMCJ/ref=sr_1_58?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-58,4.6 out of 5 stars,,https://www.amazon.com/s?k=sneakers&page=1
Reebok Women's Glide Sneaker,/Reebok-Womens-Sneaker-FTWWHT-CDGRY2/dp/B09ZGG5QQQ/ref=sr_1_59?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-59,4.3 out of 5 stars,$49.00,https://www.amazon.com/s?k=sneakers&page=1
Under Armour Women's Charged Assert 10,/Under-Armour-Womens-Charged-Running/dp/B09XBWB2FX/ref=sr_1_60?dib=eyJ2IjoiMSJ9.upnvAfJjF8rAyzZ3rch6Cp2TnyJzRoB1TsScZdfAQ1JFzlybw-O-RxhI91mea45Bn4PUM2XqnYJmEJL2fHY5Jf61qlcStRqUOtR0Z_0BHm1CqoswLlhRsk0JNJsozTpqoL_3x8ygCGRBSQVGLbqKDgQRF3xn6_MSbR4iGwk4h24exZFeMvze0laPlPz9nRdsYNBjyG2iXvryU1XFLN-NBZZkU9T28hD2Kh8o-1VIkBvKGt1EHiXM7IMl07ml4HHc2KDbdeAT04QtjVIPNIDV5JP97sRtykl7vEjLYfMTOoc.XmlXS0NEzYydwr7fqHVpuYqASFes8py_DWRwz3vRRgs&dib_tag=se&keywords=sneakers&qid=1722674261&sr=8-60,4.3 out of 5 stars,$56.25,https://www.amazon.com/s?k=sneakers&page=1
Dr. Scholl's Women's Nova Sneaker,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfYXRmX25leHQ6MzAwMTM1ODQ5NDUzMzAyOjowOjo&url=%2FDr-Scholls-Womens-Slip-Ons-Loafer%2Fdp%2FB07YVSPJR6%2Fref%3Dsr_1_49_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.3 out of 5 stars,$50.00,https://www.amazon.com/s?k=sneakers&page=2
Lacoste Womens Hydez Leather Sneakers,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfYXRmX25leHQ6MjAwMTI5MDMyNDMyMTk4OjowOjo&url=%2FLacoste-Womens-Hydez-Black-Gold%2Fdp%2FB07G4BRXDR%2Fref%3Dsr_1_50_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.5 out of 5 stars,$69.00,https://www.amazon.com/s?k=sneakers&page=2
Lugz Women's Clipper Classic Slip-on Fashion Sneaker,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfYXRmX25leHQ6MzAwMzI4MDc4NzUwMTAyOjowOjo&url=%2FLugz-Womens-Clipper-Sneaker-White%2Fdp%2FB07CPJR6NY%2Fref%3Dsr_1_51_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-51-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.2 out of 5 stars,$34.99,https://www.amazon.com/s?k=sneakers&page=2
LifeStride Women's Next Level Slip-On Sneaker,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfYXRmX25leHQ6MzAwMTM1OTY4MTM2NzAyOjowOjo&url=%2FLifeStride-Womens-Level-Sneaker-Black%2Fdp%2FB09NS1V8SJ%2Fref%3Dsr_1_52_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-52-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,4.3 out of 5 stars,$49.99,https://www.amazon.com/s?k=sneakers&page=2
Steve Madden Women's Starling Sneaker,/Steve-Madden-Starling-Sneaker-Glitter/dp/B0BT3P1P4Z/ref=sr_1_53?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-53,4.3 out of 5 stars,$35.99,https://www.amazon.com/s?k=sneakers&page=2
Skechers Mens Afterburn M fit Wonted,/Skechers-Sport-Afterburn-Wonted-Loafer/dp/B075P9MDZ5/ref=sr_1_54?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-54,4.5 out of 5 stars,$56.25,https://www.amazon.com/s?k=sneakers&page=2
PUMA Women's TAZON 6 cross Trainer,/PUMA-Womens-Tazon-Sneaker-Black-Red/dp/B07QM3JTB7/ref=sr_1_55?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-55,4.4 out of 5 stars,$50.92,https://www.amazon.com/s?k=sneakers&page=2
GUESS Women's Calebb3 Sneaker,/GUESS-Womens-CALEBB-Sneaker-White/dp/B0BRPHLT9K/ref=sr_1_56?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-56,4.6 out of 5 stars,$39.53,https://www.amazon.com/s?k=sneakers&page=2
Ryka Women's Viv Classic Sneaker,/Ryka-Womens-Classic-Sneaker-Beige/dp/B0BLGVMK73/ref=sr_1_57?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-57,4.2 out of 5 stars,$44.99,https://www.amazon.com/s?k=sneakers&page=2
Easy Spirit Women's Merci3 Sneaker,/Easy-Spirit-Womens-Sneaker-Natural-Cream-Multi/dp/B0CTCZ2YRQ/ref=sr_1_58?dib=eyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM&dib_tag=se&keywords=sneakers&qid=1722674263&sr=8-58,5.0 out of 5 stars,$34.99,https://www.amazon.com/s?k=sneakers&page=2
Dr. Scholl's Shoes Women's Nova Sneaker,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfbXRmOjMwMDEzNTg0OTQ1MjUwMjo6MDo6&url=%2FDr-Scholls-Womens-Slip-Ons-Loafer%2Fdp%2FB07YVTFTCD%2Fref%3Dsr_1_59_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4 out of 5 stars,$50.00,https://www.amazon.com/s?k=sneakers&page=2
Spenco Unknown Womens Casual,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfbXRmOjIwMDA2NDY3NzE4MDQ4MTo6MDo6&url=%2FSpenco-Womens-Casual-Sneaker-Red%2Fdp%2FB084S9S5QD%2Fref%3Dsr_1_60_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,3.9 out of 5 stars,$62.86,https://www.amazon.com/s?k=sneakers&page=2
Karl Lagerfeld Paris Women's Katie Sneaker,/sspa/click?ie=UTF8&spc=MTo4MDgzNDk5NzYwMTQ1MjA1OjE3MjI2NzQyNjM6c3BfbXRmOjMwMDE1NTQ0MTc3NDQwMjo6MDo6&url=%2FKarl-Lagerfeld-Paris-Womens-Sneaker%2Fdp%2FB0CBT1PRYP%2Fref%3Dsr_1_61_sspa%3Fdib%3DeyJ2IjoiMSJ9.fpKVNTO-5Y83RhV6jfd7mWRfEy1iDnE_XzaYAKYOd8rEGYwPBFiphsfajiEB7NFvpoVMK4QGmN577h4fxX1D9wjIZ7xOoVWFWERXpOpyMokunyV62ONxUNunjtLxhB-167oVzNrkmLzjZxFWW4E_dF7i4cW7etZY2yBhQXxiisztUJvjbBxAG9ONKDMt_wW52zgxwEXS-2vXuZHos49pIZ2r3jNwQgypMFEA2k6Yuvrq1ruIe_QlIydoBkHsFEYsCsym2zUTUttfEe_nkDej5OYJvu5jrqr54tfqLi03wVM.uHcafg0hRbOWIyAUBU1UX4MpLoChh3nchdcXUZf33gM%26dib_tag%3Dse%26keywords%3Dsneakers%26qid%3D1722674263%26sr%3D8-61-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,4.4 out of 5 stars,$89.27,https://www.amazon.com/s?k=sneakers&page=2
